LANG,LANG1_R,HOWWELL_R,AF_HHLD,SATISFACTION,KIDS_LT1Y,KIDS_1_4Y,KIDS_5_11Y,KIDS_12_17Y,ENRPUBCHK,ENRPRVCHK,ENRHMSCHK,ENROLLNONE,CHILDCARE,CHILDCARE_RSLT1,CHILDCARE_RSLT2,CHILDCARE_RSLT3,CHILDCARE_RSLT4,CHILDCARE_RSLT5,CHILDCARE_RSLT6,CHILDCARE_RSLT7,CHILDCARE_RSLT8,CHILDCARE_RSLT9,FRMLA_AGE,BABY_FED,FRMLA_DIFFCLT,WRKLOSSRV,ANYWORK,KINDWORK,RSNNOWRKRV,TWDAYS_RESP,SEEING,HEARING,MOBILITY,REMEMBERING,SELFCARE,UNDERSTAND,ANXIOUS,WORRY,INTEREST,DOWN,MHLTH_NEED,MHLTH_GET,MHLTH_SATISFD,MHLTH_DIFFCLT,HLTHINS1,HLTHINS2,HLTHINS3,HLTHINS4,HLTHINS5,HLTHINS6,HLTHINS7,HLTHINS8,SOCIAL1_first,SOCIAL2_first,SOCnew1,SOCnew2,FALLVAC_1,FALLVAC_2,RSVVACC,SHRTGMEDICAL1,SHRTGMEDICAL2,SHRTGMEDICAL3,SHRTGMEDICAL4,SHRTGMEDICAL5,SHRTGMED_RSP_ALT1,SHRTGMED_RSP_ALT2,SHRTGMED_RSP_ALT3,SHRTGMED_RSP_ALT4,SHRTGMED_RSP_ALT5,SHRTGMED_RSP_ALT6,SHRTGMED_RSP_ALT7,SHRTGMED_RSP_ALT8,SHRTGMED_RSP_ALT9,CURFOODSUF,CHILDFOOD,FOODRSNRV1,FOODRSNRV2,FOODRSNRV3,FOODRSNRV4,FREEFOOD,FDBENEFIT1,FDBENEFIT2,FDBENEFIT3,FDBENEFIT4,FDBENEFIT5,SCHLFDEXPNS,EXPNS_DIF,PRICECHNG,PRICESTRESS,PRICECONCRN,TENURE,RENTCUR,MORTCUR,EVICT,FORECLOSE,ENERGY,HSE_TEMP,ENRGY_BILL,TRANSPORT1,TRANSPORT2,TRANSPORT3,TRANSPORT4,TRANSPORT5,TRANSPORT6,TRANSPORT7,TRANSPORT8,TRANSPORT9,TRANSPORT10,TRANSPORT11,TRANSPORT12,ACCESS_TRANSP,NEEDS_TRANSP1,NEEDS_TRANSP2,NEEDS_TRANSP3,NEEDS_TRANSP4,NEEDS_TRANSP5,NEEDS_TRANSP6,NEEDS_TRANSP7,LIVENTERTAINMENT,ARTEXHIBIT,MOVIES,CREATEART,PARTINARTS,TRUST1,TRUST2_MILITARY,TRUST2_POLICE,TRUST2_SUPREME,TRUST2_PRESIDENCY,TRUST2_SCHOOLS,TRUST2_CRIMJUST,TRUST2_CONGRESS,TRUST2_CENSUS,TRUST2_STATISTICAL,FEDSTAT_TRUST,NDX1_AFFECTED,NDX2_HURRICANE,NDX2_FLOOD,NDX2_FIRE,NDX2_TORNADO,NDX2_VOLCANIV,NDX2_EARTHQUAKE,NDX2_LANDSLID,NDX2_OTHER,NDX3,NDX5_NUM_DISPLACED,NDX6_DUR_DISPLACED,NDX7_SETTLE,NDX8_RELATIVES,NDX8_STRANGERS,NDX8_NONE,NDX10_POSSESSIONS,ND5_FDSHRTAGE,ND5_FDSHRTAGE_STILL,ND5_WATER,ND5_WATER_STILL,ND5_ELECTRICITY,ND5_ELECTRICITY_STILL,ND5_UNSANITARY,ND5_UNSANITARY_STILL,ND5_ISOLATE,ND5_ISOLATE_STILL,ND5_CRIME,ND5_CRIME_STILL,ND5_SCAM,ND5_SCAM_STILL,ND5_INTERNET,ND5_INTERNET_STILL,NDX11_WORK,NDX11_WORK_STILL,NDX11_SCHOOL,NDX11_SCHOOL_STILL,NDX11_MEDICAL,NDX11_MEDICAL_STILL,NDX11_HOUSING,NDX14_FOOD,NDX14_SHELTER,NDX14_MEDICAL,NDX14_EMOTIONAL,NDX14_ELECTRICITY,NDX14_FRESHWATER,NDX14_NONE_NEEDED,NDX16_INSURANCE,SCRAMID,THHLD_NUMKID,TENROLLPUB,TENROLLPRV,TENROLLHMSCH,PWEIGHT,HWEIGHT,A_SEX1,A_AGE1,A_BIRTH_YEAR1,A_HISPANIC1,A_RACE1,A_EDUC1,AHHLD_NUMKID,HHLD_NUMPER,THHLD_NUMADULT,MARITAL1,ESEX1,RRACE1,RHISPANIC1,TAGE1,TBIRTH_YEAR1,REDUC1
,,,,4.0,-99.0,-99.0,1.0,-99.0,1.0,-99.0,-99.0,-99.0,3.0,,,,,,,,,,,,,2.0,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,3.0,1.0,-99.0,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,2.0,1.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00JL1S52,1.0,1.0,-99.0,-99.0,16904.325935588342,8117.258847908117,2,1,2,2,2,1,2,3.0,2.0,1.0,2.0,1,1,43.0,1980.0,7
,,,,9.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,2.0,1.0,,,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,-99.0,-99.0,1.0,-99.0,1.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00F3LBP3,0.0,,,,21477.852004920107,6654.795857796179,2,1,2,2,2,1,2,3.0,3.0,1.0,2.0,2,1,74.0,1949.0,7
,,,,9.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,1.0,-99.0,3.0,,,,,,,,,,,,,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,2.0,1.0,4.0,,4.0,2.0,,1.0,,,2.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00P5PIB3,3.0,-99.0,-99.0,-99.0,144384.74969777255,43963.07377515848,2,1,2,2,1,1,2,6.0,3.0,1.0,2.0,1,2,36.0,1987.0,4
,,,,9.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,2.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,4.0,4.0,1.0,,,,,2.0,1.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00MVY783,0.0,,,,22139.2878767861,10111.640754587612,2,1,2,2,2,1,2,3.0,2.0,1.0,2.0,1,2,57.0,1965.0,4
,,,,9.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,2.0,1.0,3.0,1.0,,,,2.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00RE0KZ6,0.0,,,,23778.315369784457,22102.745832120017,2,1,2,2,2,1,2,1.0,1.0,6.0,2.0,3,1,29.0,1994.0,6
,,,,8.0,-99.0,1.0,-99.0,-99.0,,,,,2.0,,,,,,,,,,,,,2.0,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,,,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,4.0,,1.0,3.0,1.0,,,,2.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00FZNXA8,1.0,,,,29637.77109217857,14231.709714244147,2,1,2,2,2,1,2,3.0,2.0,1.0,1.0,1,1,34.0,1988.0,6
,,,,8.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,2.0,1.0,,,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00B6QRV2,0.0,,,,17908.583120496864,17432.765385252496,2,1,2,2,2,1,2,1.0,1.0,4.0,1.0,1,1,60.0,1963.0,4
,,,,8.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,4.0,5.0,3.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,1.0,4.0,3.0,3.0,1.0,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00IJ8DY2,0.0,,,,11311.03284106626,10332.139072289594,2,1,2,2,2,1,2,1.0,1.0,6.0,1.0,1,1,46.0,1977.0,7
,,,,6.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,1.0,-99.0,1.0,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,4.0,1.0,1.0,4.0,3.0,2.0,,3.0,,1.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00C2ZKQ5,0.0,,,,31991.865604284536,30724.23652110892,2,1,2,2,2,1,2,1.0,1.0,6.0,2.0,2,1,31.0,1992.0,6
,,,,5.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,-99.0,,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,2.0,2.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,,1.0,-99.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,,2.0,1.0,1.0,1.0,3.0,1.0,,,,1.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,,,,,,,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,-99.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00PW5Q53,0.0,,,,10543.045428633117,9630.615801822363,2,1,2,2,2,1,2,1.0,1.0,4.0,2.0,1,1,63.0,1959.0,4
,,,,7.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,5.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,,-99.0,-99.0,-99.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,1.0,3.0,1.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R002EBQ87,0.0,,,,6468.710601823554,5908.88723386773,2,1,2,2,2,1,2,1.0,1.0,6.0,2.0,1,1,63.0,1959.0,7
,,,,10.0,-99.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,3.0,,,,,,,,,,,,,2.0,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,2.0,1.0,2.0,,1.0,1.0,,,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,-99.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R008GARP5,2.0,2.0,-99.0,-99.0,13549.685494536772,6506.399893494061,2,1,2,2,2,1,2,4.0,2.0,1.0,2.0,1,1,40.0,1982.0,7
,,,,9.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,4.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,2.0,1.0,,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,1.0,1.0,2.0,-99.0,-99.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,3.0,,1.0,,1.0,,1.0,,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,R000WKPL8,0.0,,,,6559.0827000547615,5991.4382352041775,2,1,2,2,2,1,2,1.0,1.0,3.0,1.0,1,1,88.0,1935.0,6
,,,,6.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,,1.0,-99.0,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,1.0,2.0,1.0,3.0,1.0,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00K4BII8,0.0,,,,95721.8097044394,46589.27620352639,2,1,2,2,2,1,2,2.0,2.0,2.0,1.0,1,1,24.0,1998.0,7
,,,,8.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,-99.0,1.0,-99.0,-99.0,2.0,,-99.0,-99.0,-99.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,1.0,3.0,2.0,1.0,,,,,2.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R008QE4A8,0.0,,,,26879.366349041946,12907.156141824036,2,1,2,2,2,1,2,2.0,2.0,2.0,2.0,1,1,68.0,1955.0,5
,,,,9.0,-99.0,-99.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,2.0,,,,,,,,,,,,,2.0,2.0,,3.0,,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,3.0,-99.0,-99.0,-99.0,1.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,2.0,1.0,1.0,3.0,1.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,1.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,1.0,,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R0072AXS8,1.0,-99.0,1.0,-99.0,57362.47038448376,17466.044874663847,2,1,2,2,2,1,2,4.0,3.0,3.0,2.0,1,1,87.0,1936.0,6
,,,,10.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,4.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,1.0,3.0,3.0,1.0,,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00DWVC97,0.0,,,,9464.03628535737,4606.291939738173,2,1,2,2,2,1,2,2.0,2.0,1.0,1.0,1,1,80.0,1943.0,6
,,,,10.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,2.0,1.0,-99.0,-99.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,1.0,2.0,1.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,1.0,1.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,2.0,,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00B6MA04,0.0,,,,24117.269726628365,11208.907667397578,2,1,2,2,2,1,2,2.0,2.0,1.0,1.0,2,1,64.0,1958.0,6
,,,,11.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,1.0,-99.0,-99.0,-99.0,-99.0,,1.0,2.0,,4.0,3.0,1.0,,,,2.0,2.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00LKGD97,0.0,,,,44288.01855852578,40455.18861208568,2,1,2,2,2,1,2,1.0,1.0,6.0,1.0,1,1,46.0,1976.0,3
,,,,7.0,-99.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,3.0,,,,,,,,,,,,,2.0,1.0,2.0,,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,3.0,1.0,-99.0,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00RS3OX7,1.0,1.0,-99.0,-99.0,6681.291736091932,6503.774783411537,2,1,2,2,2,1,2,2.0,1.0,4.0,2.0,1,1,51.0,1972.0,6
,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,4.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,,1.0,1.0,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,4.0,1.0,1.0,1.0,3.0,1.0,,,,1.0,2.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.0,1.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R0067NS67,0.0,,,,300208.897652094,139527.14601844634,2,1,2,2,1,1,2,2.0,2.0,6.0,2.0,2,2,20.0,2002.0,3
